st_id,st_name,district,latitude,longtitude
3406,세종로공원,종로구,37.574059,126.9758
3407,안국동사거리(신),종로구,37.575806,126.983391
3408,종로타워빌딩,종로구,37.570511,126.983368
3410,종로3가역 8번출구,종로구,37.572037,126.991844
3411,종묘,종로구,37.570702,126.994812
3412,세운상가,종로구,37.570313,126.994545
3413,종로플레이스,종로구,37.5732,126.997963
3414,종로5가역 4번출구,종로구,37.571175,127.002228
3415,동대문역6번출구,종로구,37.57146072,127.010788
3416,동묘앞역 6번출구,종로구,37.571533,127.015617
3417,창신3동주민센터,종로구,37.577724,127.015251
3418,창신역2번 출구,종로구,37.579987,127.01506
3419,국립어린이과학관,종로구,37.581947,126.997368
3420,성균관대입구사거리(맥도날드),종로구,37.583275,126.998856
3421,혜화역 1번출구,종로구,37.583855,127.001854
3422,성균관대 정문,종로구,37.584797,126.997131
3423,현대그룹(본사),종로구,37.575836,127.000694
3425,광화문 풍림스페이스본 1단지앞,종로구,37.574848,126.968269
3426,독립문역 2번출구 뒤,종로구,37.575016,126.95755
3427,인왕산 아이파크 정문,종로구,37.576603,126.956749
3428,서울미술관,종로구,37.595127,126.963493
3429,AW컨벤션앞,종로구,37.59726,126.963089
3430,구기치안센터 앞,종로구,37.60854,126.957138
3431,로제우스 레포츠센터,종로구,37.607601,126.957687
3432,종로2가 사거리,종로구,37.569992,126.988342
3500,군자역2번출구,광진구,37.557587,127.079697
3501,광진구청 앞,광진구,37.539501,127.083
3502,중곡역 1번출구,광진구,37.565659,127.084297
3503,광진유진스웰,광진구,37.550488,127.108955
3504,원일교회,광진구,37.538052,127.076599
3505,신양초교앞 교차로,광진구,37.535221,127.068398
3506,영동대교 북단,광진구,37.537014,127.061096
3507,어린이회관,광진구,37.545952,127.078003
3508,화양사거리,광진구,37.548222,127.067879
3509,세종사이버대학교,광진구,37.553417,127.073196
3510,중곡SK아파트앞,광진구,37.568649,127.08625
3511,응봉역 1번출구,성동구,37.55125,127.035103
3513,상왕십리역 1번출구,성동구,37.56461,127.029198
3514,왕십리교회옆,성동구,37.566261,127.023697
3515,서울숲 관리사무소,성동구,37.542816,127.042084
3516,구의아리수정수센터앞,광진구,37.543705,127.093246
3517,용마사거리,광진구,37.562527,127.082275
3518,군자역 7번출구뒤,광진구,37.556862,127.07914
3520,광진경찰서,광진구,37.542519,127.084084
3521,현대홈타운 뒷길,광진구,37.543427,127.096619
3523,건국대학교 과학관(이과대) 앞,광진구,37.541718,127.08017
3524,세종대학교,광진구,37.550236,127.073822
3525,금호스포츠센터앞,성동구,37.546089,127.02507
3527,왕십리 자이아파트,성동구,37.56179,127.024391
3528,광진정보도서관,광진구,37.550598,127.110512
3529,어린이대공원정문,광진구,37.549789,127.075928
3530,왕십리자이아파트 후문(삼거리),성동구,37.560146,127.02636
3531,논골사거리(금호도서관 입구),성동구,37.554779,127.024841
3532,왕십리KCC스위첸아파트,성동구,37.56068,127.026779
3533,건대입구역 사거리(롯데백화점),광진구,37.539139,127.070618
3534,건대입구역 5번출구 뒤,광진구,37.540138,127.069283
3536,중앙농협(자양동),광진구,37.531811,127.080742
3537,아차산 휴먼시아 아파트 옆,광진구,37.548489,127.093758
3538,서울숲 IT캐슬,성동구,37.550892,127.044762
3539,서원마을,강동구,37.56382,127.132843
3541,커먼그라운드,광진구,37.54504,127.089958
3542,래미안 구의파크 스위트,광진구,37.54504,127.089958
3543,세종대학교(학술정보원),광진구,37.551373,127.07444
3544,한양대역 3번 출구,성동구,37.554539,127.043778
3545,한양대역 1번출구,성동구,37.55658,127.043358
3547,상왕십리역 6번 출입구,성동구,37.564381,127.02887
3548,뚝섬역 6번출구,성동구,37.546959,127.047669
3549,건영아파트 앞,성동구,37.555141,127.071106
3550,금호나들목,성동구,37.544041,127.023201
3551,성동도로사업소,성동구,37.559799,127.056328
3552,서울숲 공영주차장앞,성동구,37.541958,127.04277
3553,마장역3번출구,성동구,37.565979,127.043114
3555,양지사거리(센트라스APT 115동앞),성동구,37.566818,127.029152
3556,신금호파크자이APT앞,성동구,37.555313,127.019791
3557,서울숲리버뷰자이APT105동 앞,성동구,37.55653,127.039131
3558,마장동 금호어울림APT앞,성동구,37.563396,127.04187
3559,성동구민종합체육센터 앞,성동구,37.54591,127.044601
3560,성동구 견인차량 보관소 앞,성동구,37.563709,127.05645
3561,행당동 삼부APT후문,성동구,37.559269,127.038399
3563,구의7단지현대아파트,광진구,37.53651,127.091393
3564,나루마당,광진구,37.547752,127.095757
3566,우성4차아파트,광진구,37.535072,127.076111
3569,건대병원후문,광진구,37.539566,127.072441
3570,구의역 리버비스타 오피스텔,광진구,37.538097,127.08902
3571,화양 APT(횡단보도 옆),광진구,37.54435,127.065407
3573,광나루안전체험관,광진구,37.551338,127.076714
3575,자양사거리 (LG 유플러스),광진구,37.536575,127.082581
3578,중곡동 파크웨이빌딩,광진구,37.555008,127.085815
3579,광진 캠퍼스시티,광진구,37.54789,127.067452
3581,광진광장,광진구,37.54747,127.073967
3582,화양동 우체국,광진구,37.547989,127.069504
3586,군자역 비채온 오피스텔,광진구,37.557713,127.077271
3587,우성식품 앞,광진구,37.54246521,127.0942307
3588,세종대학교(영실관),광진구,37.55237198,127.0735397
3600,사근빗물펌프장 건너편,성동구,37.56119156,127.0496826
3602,한국지역난방공사 강남지사,강남구,37.49229431,127.0943375
3603,삼성역 2번출구,강남구,37.5082016,127.0639648
3604,삼성중앙역 5번출구(하이마트앞),강남구,37.51311111,127.0539093
3605,봉은사역6번출구(현대아이파크타워앞),강남구,37.51390839,127.06073
3606,신사동주민센터 옆,강남구,37.52422714,127.02285
3609,언주초등학교 입구,강남구,37.48536682,127.0384979
3610,윗반마을 입구,강남구,37.46534729,127.1088028
3611,방죽마을 입구,강남구,37.47123337,127.1072159
3612,은곡마을,강남구,37.46726227,127.0980148
3614,은마아파트 입구 사거리(1),강남구,37.49840164,127.060936
3615,서울 논현동우체국 앞,강남구,37.51446152,127.0326004
3616,역삼중학교 앞(체육관 방향),강남구,37.49526215,127.0495071
3618,서울율현초교 삼거리,강남구,37.47364044,127.1070252
3620,청담역 11번 출구,강남구,37.51925659,127.0515976
3621,휘문고교 사거리,강남구,37.50286484,127.0659409
3622,은마아파트입구 사거리(2),강남구,37.49986649,127.0605011
3623,일원에코파크 앞(개포로 방면),강남구,37.49587631,127.0865021
3624,대모산입구역 7번 출구 앞,강남구,37.49017715,127.0730591
3627,압구정나들목,강남구,37.53075027,127.0416031
3628,역삼1동 주민센터,강남구,37.49500275,127.0329437
3629,청담사거리(신한오피스텔빌딩 앞),강남구,37.52416229,127.0489502
3630,개포우성6차아파트 정문 앞,강남구,37.47685623,127.0553665
3634,국악고교 앞 교차로,강남구,37.47402191,127.0484467
3636,삼성중앙역·플래티넘아파트 정류소,강남구,37.51264191,127.0515671
3637,세곡데이케어센터,강남구,37.46072388,127.1028748
3638,신청담나들목,강남구,37.52796173,127.0516281
3640,일원1동 주민센터 앞 사거리,강남구,37.49073029,127.0881119
3641,대청역,강남구,37.49370575,127.0799942
3642,LH강남힐스테이트아파트,강남구,37.47092819,127.0897064
3643,K2 KOREA,강남구,37.47267914,127.1037598
3644,상록수아파트,강남구,37.48276138,127.0804215
3646,선정릉역 4번 출구,강남구,37.5097847,127.0427704
3647,구룡역 1번 출구,강남구,37.48642349,127.0593185
3648,구룡역 4번 출구,강남구,37.48670578,127.0605011
3649,구룡역 5번 출구,강남구,37.48607635,127.0592194
3652,한영외국어고등학교,강동구,37.54883575,127.1561737
3653,강동리버스트4단지아파트 404동 앞,강동구,37.57201385,127.1717072
3654,강동리버스트4단지아파트 405동 앞,강동구,37.57201767,127.1729507
3655,둔촌신성미소지움아파트,강동구,37.52726364,127.142334
3656,둔촌푸르지오아파트,강동구,37.53407288,127.1450043
3657,서울천호동우체국,강동구,37.54074097,127.1257629
3658,프라이어팰리스아파트,강동구,37.5546875,127.1394043
3659,명일초등학교 옆,강동구,37.55464554,127.1425324
3661,명일동신동아아파트 앞,강동구,37.55483246,127.1517334
3663,"암사정수센터교차로
(강동롯데캐슬퍼스트아파트)",강동구,37.55845642,127.1441574
3664,맥도날드 서울둔촌DT점 앞,강동구,37.52958679,127.1370316
3665,고덕센트럴 아이파크상가 앞,강동구,37.55058289,127.1654205
3668,성내삼성아파트,강동구,37.53144073,127.1269608
3671,둔촌동역교차로,강동구,37.52920532,127.1368027
3672,고덕중학교 후문,강동구,37.56066513,127.1612854
3673,강동리버스트6단지,강동구,37.57095337,127.1717453
3674,강동리버스트7단지,강동구,37.57073975,127.1721573
3675,강동리버스트8단지,강동구,37.57180405,127.174469
3676,강동리엔파크9단지,강동구,37.55736542,127.1801376
3677,강동구음식물재활용센터,강동구,37.56953812,127.1585999
3680,강동역3번출구,강동구,37.53541565,127.1330948
3681,길동 마루빌딩,강동구,37.53676987,127.1395493
3682,길동 동호빌딩,강동구,37.54154587,127.1414795
3683,KT&G강동지사,강동구,37.5437088,127.1422806
3684,고덕자이(105동 앞),강동구,37.55361176,127.1720352
3685,강동리엔파크14단지(1401동 앞),강동구,37.55212402,127.1806412
3686,고덕 래미안 힐스테이트(101동),강동구,37.55885696,127.1514893
3687,신명초교입구 교차로,강동구,37.54076767,127.1468811
3688,상일동산(동아아파트앞 교차로),강동구,37.54581833,127.1668854
3689,강일역 3번출구,강동구,37.55740356,127.1765366
3690,강일역 4번출구,강동구,37.55707169,127.1751404
3691,둔촌역 2번출구,강동구,37.52722931,127.1363525
3692,둔촌오륜역 1번 출구,강동구,37.51960373,127.13871
3694,강동리엔파크 11단지,강동구,37.55408859,127.1796265
3703,신성교회 앞,강북구,37.61708832,127.0280991
3707,드래곤타워 앞,강북구,37.63713455,127.0313797
3711,월계2교 교차로,강북구,37.6242218,127.0492172
3714,송천센트레빌,강북구,37.61220932,127.0249786
3718,번동 SK LPG 충전소,강북구,37.628685,127.0439072
3753,공항중학교 버스정류장,강서구,37.56113434,126.8161011
3754,신방화역 8번출구,강서구,37.5674057,126.8162155
3756,마곡힐스테이트 정문,강서구,37.56497574,126.8174057
3757,신방화역 6번출구,강서구,37.56692886,126.8168411
3758,서울남부출입국관리소,강서구,37.56059265,126.8208466
3759,이대서울병원,강서구,37.5586319,126.8355942
3760,발산역 8번 출구,강서구,37.55846024,126.8367615
3761,나이아가라관광호텔,강서구,37.5490303,126.8783646
3762,마곡9단지 907동앞,강서구,37.5606842,126.8191834
3763,등촌태영아파트,강서구,37.55603027,126.864296
3764,관문주유소(GS칼택스) 앞,강서구,37.55802917,126.841835
3765,문소빌딩,강서구,37.54555511,126.8444977
3766,강서문화센터,강서구,37.54457855,126.8437805
3767,대원빌딩,강서구,37.54536819,126.8447037
3769,가양동 이마트 앞,강서구,37.55713272,126.8631439
3770,남부순환로 205,강서구,37.54739761,126.8214111
3772,길성그랑프리텔아파트,강서구,37.5692482,126.8165054
3774,마곡9단지 910동 상가앞,강서구,37.56108475,126.8167954
3775,가양오토갤러리,강서구,37.56644058,126.844307
3776,김포공항교차로,강서구,37.5675354,126.8051834
3778,김포공항입구 교차로,강서구,37.56179428,126.80793
3779,유광사여성병원,강서구,37.54323959,126.8386307
3780,등촌서광아파트,강서구,37.55755234,126.8562546
3781,강서아동복지센터,강서구,37.58458328,126.8109207
3782,겸재정선미술관,강서구,37.57128906,126.8377762
3783,마곡금호어울림아파트,강서구,37.57410049,126.8371124
3784,벽산아파트,강서구,37.57531738,126.8366699
3785,마곡14단지 1408동앞,강서구,37.55737305,126.8233261
3786,강서힐스테이트 상가 앞,강서구,37.54663849,126.8365784
3787,가양나들목,강서구,37.57386398,126.8434753
3788,정곡나들목,강서구,37.5841713,126.8193283
3789,염창나들목,강서구,37.55680466,126.8715591
3792,화곡본동시장 입구,강서구,37.54382706,126.843689
3793,더리브골드타워,강서구,37.56557083,126.8462448
3794,안양천합수부(현대3차아파트),강서구,37.55224609,126.8764877
3795,공항신성빌딩 앞,강서구,37.56130981,126.8130722
3796,송정역 3번출구 앞,강서구,37.56096268,126.8126907
3797,마곡수명산파크7단지 710동 앞,강서구,37.54857254,126.8207626
3798,그랜드아이파트아파트 앞,강서구,37.55510712,126.8515472
3799,국립항공박물관,강서구,37.55688477,126.8092651
3801,이랜드글로벌R&D센터,강서구,37.56719208,126.8347549
3802,관악구민체육센터,관악구,37.47288132,126.9600372
3803,세븐일레븐 신림점,관악구,37.48313141,126.9213562
3804,낙성대공원,관악구,37.47183609,126.9586182
3806,낙성대 교수아파트,관악구,37.46895981,126.9576569
3807,관악우체국 교차로,관악구,37.48497391,126.934372
3810,신봉천주유소,관악구,37.47888184,126.9584198
3811,신사로입구,관악구,37.48675156,126.9227219
3812,KT관악지점,관악구,37.48163223,126.9471893
3813,낙성대역 5번출구,관악구,37.47752762,126.9627686
3814,난곡사거리 ,관악구,37.48204803,126.9152451
3815,광일빌딩,관악구,37.47639847,126.9768372
3816,관악 GSfresh,관악구,37.47909164,126.9494171
3818,은천교회 앞,관악구,37.48857117,126.9213867
3853,어린이대공원역 2번출구,광진구,37.54764938,127.074707
3860,건국대학교 정문 앞,광진구,37.5465126,127.0757141
3863,동일로58길 입구,광진구,37.55775452,127.0729752
3864,광진소방서 앞,광진구,37.5450058,127.083374
3865,이튼타워리버 2차,광진구,37.53520966,127.0690002
3868,자양한강도서관,광진구,37.52916336,127.0779877
3873,동서울우편집중국 앞,광진구,37.53470993,127.0844727
3878,장로회신학대학교 주기철 기념관,광진구,37.54983902,127.1030273
3879,중랑천 뚝방길 산책로 입구,광진구,37.56628036,127.0774765
3880,홍련봉 공원,광진구,37.54896927,127.0935288
3881, 신자초교입구 교차로,광진구,37.53298569,127.0757904
3882,자양2동 주민센터,광진구,37.52879333,127.0846329
3886,광진구 민방위교육센터,광진구,37.5391922,127.0980148
3902,항동지구5단지 501동 앞,구로구,37.47829437,126.8250656
3903,현대아파트 앞,구로구,37.49333954,126.8591766
3904,테크노마트 앞,구로구,37.50624084,126.8911438
3905,희훈타워빌 앞,구로구,37.50191498,126.8892441
3906,천왕차량사업소 입구,구로구,37.47604752,126.8450165
3907,신도림7차e편한세상아파트 803동 앞,구로구,37.50862503,126.8835373
3908,동선오피스텔 앞,구로구,37.49267197,126.8416214
3910,목양전원교회 앞 로터리(2),구로구,37.48389053,126.8221817
3911,항동하버리안2단지아파트 후문,구로구,37.48337555,126.8224793
3912,삼호아파트 앞,구로구,37.49385834,126.8564682
3914,신도림쌍용플래티넘노블아파트 앞,구로구,37.50126266,126.891182
3915,동선아파트 앞,구로구,37.49382782,126.8390732
3918,이좋은집오피스텔 앞,구로구,37.4949913,126.8418503
3956,대륭테크노타운21차 앞,금천구,37.46557617,126.8872452
3958,"롯데캐슬2차 마을버스 정류장(18804)
 뒤편",금천구,37.45739746,126.8934174
3959,시흥사거리(시흥동 994-3 앞),금천구,37.45415115,126.9004517
3963,에이스 하드웨어(시흥대로 396) 앞,금천구,37.46865845,126.898262
3966,독산역1번출구 옆(2),금천구,37.46709442,126.8892059
3967,혜명양로원 담장 옆(2),금천구,37.45191956,126.9137573
3968,독산동 현대홈타운 금천과선교 앞,금천구,37.46222305,126.8918152
3969,독산역 롯데캐슬 104동 앞,금천구,37.46239853,126.8917542
3970,시흥4동주민센터 앞,금천구,37.45894241,126.9059296
3971,순흥안씨묘 건너편,금천구,37.45838165,126.9080734
3972,산기슭공원 앞,금천구,37.46272278,126.9072189
3973,독산2동주민센터 앞,금천구,37.46298599,126.9037094
3974, 안천중학교,금천구,37.45936584,126.8867798
3977,말미사거리,금천구,37.46639633,126.8974838
3983,금천구청역 1번 출구,금천구,37.45717239,126.8944778
3984,가산롯데아이티캐슬,금천구,37.47636795,126.8808365
3985,디폴리스 지식산업센터,금천구,37.48017502,126.8768005
4002,상계주공 14단지 상가 앞,노원구,37.66963577,127.0597076
4003,스타벅스 상계초교사거리점,노원구,37.65680313,127.0665741
4004,당고개입구오거리 당현천변,노원구,37.66260529,127.0755768
4005,중계2차 한화꿈에그린 101동 인근,노원구,37.65955734,127.0752564
4007,노원 을지대학교 병원,노원구,37.63666916,127.0696945
4008,하계 어린이 공원,노원구,37.63214493,127.0698242
4009,월계프라자,노원구,37.63284302,127.0521317
4011,월계 센트럴 아이파크,노원구,37.62917328,127.0569305
4013,중계 롯데마트,노원구,37.64584351,127.070755
4014,당고개역 3번 출구,노원구,37.67030334,127.0788422
4016,노원 마들스타디움,노원구,37.64530945,127.0574417
4017,월계 청백1단지 아파트 정류장,노원구,37.63535309,127.0521698
4018,상계주공15단지 버스정류소,노원구,37.66782761,127.056839
4019,상계주공10단지 버스정류소,노원구,37.66214371,127.058197
4020,중계동 성모빌딩 앞 ,노원구,37.65121841,127.0767441
4021,중계본동 입구,노원구,37.64426041,127.083313
4023,월계역 1번 출구,노원구,37.63441086,127.0588684
4024,꿈의숲 SK뷰 아파트,노원구,37.62045288,127.054451
4025,한천교 동편,노원구,37.62533569,127.0701904
4026,상계주공1단지아파트,노원구,37.64795303,127.0579376
4027,이마트 월계점,노원구,37.62741089,127.0621414
4028,한일유앤아이아파트 105동 인근,노원구,37.65351868,127.0713043
4029,청소년수련관 후문,노원구,37.6396637,127.0604172
4031,청암예술학교 앞,노원구,37.65153503,127.0732727
4032,은행사거리(불암주유소 앞),노원구,37.65149689,127.0770416
4033,"녹천 자동차운전 전문학원
 (녹천역 4번 출구)",노원구,37.64292908,127.0519486
4034,상계근린공원 운동장 앞,노원구,37.67099762,127.0501785
4035,수락 행복발전소 앞,노원구,37.67449188,127.0594559
4036,하계역 6번출구,노원구,37.63793945,127.0671539
4037,물넘이교,노원구,37.65408325,127.0719528
4039,서울시 북부여성발전센터,노원구,37.64304352,127.0621338
4040,공릉로 26길,노원구,37.61965561,127.0814667
4041,공릉역3번출구,노원구,37.62500381,127.0730133
4042,상계문화정보도서관,노원구,37.67851257,127.0517426
4043,상계주공13단지 1301동,노원구,37.66674042,127.0638886
4044,공릉산 백세문 입구,노원구,37.62812042,127.0854874
4045,은하수 공원,노원구,37.63000488,127.0440979
4046,경춘선 숲길,노원구,37.62099075,127.0787506
4054,KT프라자도봉점 맞은편,도봉구,37.64601898,127.0352707
4058,다락원체육공원 전망대 입구,도봉구,37.69101334,127.0491638
4062,평화도봉공원 주변,도봉구,37.66252136,127.0427094
4064,신창아파트 입구 앞,도봉구,37.64051056,127.0408249
4065,창동역 1번출구 앞,도봉구,37.65373611,127.0492935
4073,방아골종합사회복지관,도봉구,37.66927338,127.0324326
4074,도봉구육아종합지원센터(창동),도봉구,37.63342667,127.0411606
4075,방학신동아아파트 11동 앞,도봉구,37.66173553,127.028122
4076,진영상운 앞 중랑천 변,도봉구,37.65999603,127.0512772
4077,도봉제1교,도봉구,37.67984772,127.0503845
4078,원당공원 앞,도봉구,37.65854645,127.0276794
4080,창동주공19단지앞 ,도봉구,37.65250778,127.0522766
4102,휘경1동주민센터 앞,동대문구,37.59286499,127.0655594
