,bike_id,bus,order,id,name,경도,위도
1539,,N64,124,20191,동작구청.노량진초등학교앞,126.940337,37.510453
199,,N15,55,20192,장성교회,126.939968,37.508211
1461,,N64,46,20192,장성교회,126.939968,37.508211
238,[2013],N15,94,20193,청화병원,126.94008,37.507245
1538,[2013],N64,123,20193,청화병원,126.94008,37.507245
197,[2050],N15,53,20240,동작구청정문,126.940062,37.512377
1459,[2050],N64,44,20240,동작구청정문,126.940062,37.512377
1475,"[2090,2091]",N64,60,20252,사당동대아신협앞,126.976119,37.483264
1469,,N64,54,20254,사당롯데캐슬골든포레.사당해그린,126.962506,37.493015
928,"[1911,1955,2110,2113]",N51,9,21001,구로디지털단지역,126.902447,37.483935
218,[2223],N15,74,21027,사당자동차학원,126.982781,37.472236
224,"[2165,2167,3305]",N15,80,21101,서울미술고.인헌중고,126.965554,37.476466
1233,"[2165,2167,3305]",N61,161,21101,서울미술고.인헌중고,126.965554,37.476466
1754,"[2165,2167,3305]",N75,74,21101,서울미술고.인헌중고,126.965554,37.476466
225,"[2122,2148,3813,3304]",N15,81,21102,낙성대입구,126.961876,37.47791
1234,"[2122,2148,3813,3304]",N61,162,21102,낙성대입구,126.961876,37.47791
1755,"[2122,2148,3813,3304]",N75,75,21102,낙성대입구,126.961876,37.47791
226,"[2198,3810]",N15,82,21103,행운동주민센터,126.956869,37.479844
1235,"[2198,3810]",N61,163,21103,행운동주민센터,126.956869,37.479844
1756,"[2198,3810]",N75,76,21103,행운동주민센터,126.956869,37.479844
227,"[2112,2116,2171,3311]",N15,83,21104,서울대입구역5번출구,126.951014,37.481628
1236,"[2112,2116,2171,3311]",N61,164,21104,서울대입구역5번출구,126.951014,37.481628
1757,"[2112,2116,2171,3311]",N75,77,21104,서울대입구역5번출구,126.951014,37.481628
228,"[2179,3812]",N15,84,21105,KT관악지점,126.947311,37.481963
1237,"[2179,3812]",N61,165,21105,KT관악지점,126.947311,37.481963
1758,"[2179,3812]",N75,78,21105,KT관악지점,126.947311,37.481963
229,"[2108,2169,2189]",N15,85,21106,봉천역.관악초등학교,126.943335,37.482367
1238,"[2108,2169,2189]",N61,166,21106,봉천역.관악초등학교,126.943335,37.482367
1759,"[2108,2169,2189]",N75,79,21106,봉천역.관악초등학교,126.943335,37.482367
230,"[2137,2190,2196]",N15,86,21107,KT&G관악지점,126.937313,37.484475
1239,"[2137,2190,2196]",N61,167,21107,KT&G관악지점,126.937313,37.484475
1760,"[2137,2190,2196]",N75,80,21107,KT&G관악지점,126.937313,37.484475
1242,[3803],N61,170,21109,남부초등학교,126.922286,37.483389
1243,,N61,171,21110,호림박물관,126.918556,37.482707
1244,[3814],N61,172,21111,난곡입구,126.915614,37.482211
1245,"[2156,2170]",N61,173,21112,관악구보훈회관.신림푸르지오,126.91124,37.481362
1246,[2156],N61,174,21113,천주교성령봉사회관.등불교회,126.907958,37.480755
1247,,N61,175,21114,KT구로지사,126.905136,37.480245
1086,[3814],N61,13,21115,난곡입구,126.915941,37.481906
1088,[3803],N61,15,21116,남서울중학교.성보중고등학교,126.920842,37.482735
1089,"[2102,2135,2136]",N61,16,21117,신림사거리.신림역,126.928063,37.483818
208,"[2109,2137,2195,3807]",N15,64,21118,KT&G관악지점,126.936125,37.484533
1091,"[2109,2137,2195,3807]",N61,18,21118,KT&G관악지점,126.936125,37.484533
1774,"[2109,2137,2195,3807]",N75,94,21118,KT&G관악지점,126.936125,37.484533
209,"[2108,2169,2189]",N15,65,21119,봉천역.관악초등학교,126.943247,37.482009
1092,"[2108,2169,2189]",N61,19,21119,봉천역.관악초등학교,126.943247,37.482009
1775,"[2108,2169,2189]",N75,95,21119,봉천역.관악초등학교,126.943247,37.482009
210,"[2112,3812]",N15,66,21120,KT관악지점,126.948461,37.481483
1093,"[2112,3812]",N61,20,21120,KT관악지점,126.948461,37.481483
1776,"[2112,3812]",N75,96,21120,KT관악지점,126.948461,37.481483
211,[2111],N15,67,21121,봉천사거리,126.954698,37.480266
1094,[2111],N61,21,21121,봉천사거리,126.954698,37.480266
1777,[2111],N75,97,21121,봉천사거리,126.954698,37.480266
212,"[2186,2198,2199,3810]",N15,68,21122,낙성대동,126.957505,37.479184
1095,"[2186,2198,2199,3810]",N61,22,21122,낙성대동,126.957505,37.479184
1778,"[2186,2198,2199,3810]",N75,98,21122,낙성대동,126.957505,37.479184
213,"[2122,2186,3813,3304]",N15,69,21123,낙성대입구,126.960887,37.477844
1096,"[2122,2186,3813,3304]",N61,23,21123,낙성대입구,126.960887,37.477844
1779,"[2122,2186,3813,3304]",N75,99,21123,낙성대입구,126.960887,37.477844
214,"[2165,2167,3305]",N15,70,21124,인헌중고.서울미술고,126.966516,37.475682
1097,"[2165,2167,3305]",N61,24,21124,인헌중고.서울미술고,126.966516,37.475682
1780,"[2165,2167,3305]",N75,100,21124,인헌중고.서울미술고,126.966516,37.475682
215,,N15,71,21125,예술인마을.사당초등학교,126.973989,37.47593
1098,,N61,25,21125,예술인마을.사당초등학교,126.973989,37.47593
1781,,N75,101,21125,예술인마을.사당초등학교,126.973989,37.47593
216,[3815],N15,72,21126,남서울농협남현동지점,126.977301,37.476371
1099,[3815],N61,26,21126,남서울농협남현동지점,126.977301,37.476371
1782,[3815],N75,102,21126,남서울농협남현동지점,126.977301,37.476371
1768,"[2139,2185,2191]",N75,88,21144,신성초등학교,126.937244,37.471
1769,"[2141,2183]",N75,89,21145,영광메디컬센터,126.933686,37.473207
1770,[2107],N75,90,21146,쑥고개입구,126.937495,37.476192
1771,[2140],N75,91,21147,서원동문화교앞,126.932386,37.47865
232,"[2135,2136,2175]",N15,88,21149,패션문화의거리입구,126.929553,37.486005
233,[2173],N15,89,21150,보라매공원.보라매병원,126.927498,37.490517
205,[2173],N15,61,21151,롯데백화점관악점,126.927401,37.490193
206,[2175],N15,62,21152,패션문화의거리입구,126.929003,37.486635
1762,[2135],N75,82,21153,신림사거리,126.929638,37.482767
1763,[2140],N75,83,21154,서원동문화교앞,126.932724,37.477918
1764,[2107],N75,84,21155,서림동주민센터.신화단지,126.936357,37.475441
1765,"[2141,2183]",N75,85,21156,삼성동시장,126.93296,37.472713
217,"[2034,2104]",N15,73,21161,사당역4번출구,126.981359,37.475541
219,[2289],N15,75,21163,남태령역,126.987784,37.46557
231,"[2164,2195,3807]",N15,87,21261,관악우체국(양지병원),126.933157,37.484848
1240,"[2164,2195,3807]",N61,168,21261,관악우체국(양지병원),126.933157,37.484848
1761,"[2164,2195,3807]",N75,81,21261,관악우체국(양지병원),126.933157,37.484848
207,"[2164,2195,3807]",N15,63,21262,관악우체국.양지병원,126.933148,37.484452
1090,"[2164,2195,3807]",N61,17,21262,관악우체국.양지병원,126.933148,37.484452
1773,"[2164,2195,3807]",N75,93,21262,관악우체국.양지병원,126.933148,37.484452
234,,N15,90,21263,보라매삼성아파트.모자원고개,126.927398,37.494514
1241,"[2102,2135,2136]",N61,169,21350,신림사거리.신림역,126.928276,37.484199
1087,,N61,14,21361,호림박물관,126.918619,37.482367
1772,"[2135,2136]",N75,92,21377,신림역2번출구,126.929897,37.483322
1767,"[2139,2185,2191]",N75,87,21841,신림2동차고지,126.938321,37.470982
1766,"[2139,2185,2191]",N75,86,21842,신림2동차고지,126.938671,37.470829
895,,N37,88,22005,뱅뱅사거리,127.032432,37.487667
830,"[2333,4329]",N37,22,22006,뱅뱅사거리,127.033097,37.486653
894,"[2327,2409,2505]",N37,87,22007,래미안아파트.파이낸셜뉴스,127.030405,37.491895
831,"[2327,2409]",N37,23,22008,래미안아파트.파이낸셜뉴스,127.030987,37.491087
893,,N37,86,22009,신분당선강남역,127.028401,37.496042
832,[2505],N37,24,22010,신분당선강남역,127.029112,37.494993
53,,N13,53,22011,지하철2호선강남역,127.025438,37.501817
768,,N34,47,22011,지하철2호선강남역,127.025438,37.501817
892,,N37,85,22011,지하철2호선강남역,127.025438,37.501817
1736,,N75,56,22011,지하철2호선강남역,127.025438,37.501817
97,,N13,97,22012,지하철2호선강남역,127.02637,37.500785
762,,N34,41,22012,지하철2호선강남역,127.02637,37.500785
833,,N37,25,22012,지하철2호선강남역,127.02637,37.500785
1797,,N75,117,22012,지하철2호선강남역,127.02637,37.500785
52,,N13,52,22013,논현역,127.023032,37.507226
767,,N34,46,22013,논현역,127.023032,37.507226
891,,N37,84,22013,논현역,127.023032,37.507226
1735,,N75,55,22013,논현역,127.023032,37.507226
98,"[2302,2542]",N13,98,22014,논현역,127.023728,37.506367
763,"[2302,2542]",N34,42,22014,논현역,127.023728,37.506367
834,"[2302,2542]",N37,26,22014,논현역,127.023728,37.506367
1798,"[2302,2542]",N75,118,22014,논현역,127.023728,37.506367
51,[2504],N13,51,22015,신사역.푸른저축은행,127.019939,37.514489
766,[2504],N34,45,22015,신사역.푸른저축은행,127.019939,37.514489
890,[2504],N37,83,22015,신사역.푸른저축은행,127.019939,37.514489
99,[2303],N13,99,22016,신사역,127.020607,37.512972
835,[2303],N37,27,22016,신사역,127.020607,37.512972
1800,,N75,120,22017,반포역,127.012129,37.508342
1733,[4307],N75,53,22018,반포역,127.01104,37.507904
1801,[2219],N75,121,22019,고속터미널,127.005283,37.506292
1732,"[2219,2525]",N75,52,22020,고속터미널,127.003793,37.505738
220,[2289],N15,76,22026,남태령역,126.988088,37.465695
221,[2104],N15,77,22028,사당역,126.981803,37.474927
1110,,N61,37,22101,지하철3호선교대역,127.01419,37.491782
1793,,N75,113,22101,지하철3호선교대역,127.01419,37.491782
1109,[2297],N61,36,22102,서울교대사거리,127.01506,37.487329
1792,[2297],N75,112,22102,서울교대사거리,127.01506,37.487329
1111,"[2239,2279]",N61,38,22103,지하철2호선교대역2,127.015234,37.493901
1484,"[2239,2279]",N64,69,22103,지하철2호선교대역2,127.015234,37.493901
1794,"[2239,2279]",N75,114,22103,지하철2호선교대역2,127.015234,37.493901
1112,"[2520,2521]",N61,39,22104,서초동유원아파트,127.020216,37.495457
1485,"[2520,2521]",N64,70,22104,서초동유원아파트,127.020216,37.495457
1795,"[2520,2521]",N75,115,22104,서초동유원아파트,127.020216,37.495457
1113,[2231],N61,40,22114,롯데칠성,127.024004,37.496657
1486,[2231],N64,71,22114,롯데칠성,127.024004,37.496657
1796,[2231],N75,116,22114,롯데칠성,127.024004,37.496657
1520,"[2239,2279]",N64,105,22134,교대역10번출구,127.012993,37.493611
1483,"[2266,2502]",N64,68,22136,서초역1번출구,127.0087,37.491929
1223,[4304],N61,151,22146,서초중학교,127.008538,37.483605
1744,[4304],N75,64,22146,서초중학교,127.008538,37.483605
1107,[4304],N61,34,22147,서초중학교,127.008805,37.483388
1790,[4304],N75,110,22147,서초중학교,127.008805,37.483388
1224,,N61,152,22148,서울고등학교,127.005,37.48293
1745,,N75,65,22148,서울고등학교,127.005,37.48293
1106,[4304],N61,33,22149,서울고등학교,127.005579,37.482747
1789,[4304],N75,109,22149,서울고등학교,127.005579,37.482747
1222,"[2237,2297]",N61,150,22156,남부터미널.한일시멘트,127.014218,37.484732
1743,"[2237,2297]",N75,63,22156,남부터미널.한일시멘트,127.014218,37.484732
1108,"[2237,2297]",N61,35,22157,남부터미널,127.015483,37.484672
1791,"[2237,2297]",N75,111,22157,남부터미널,127.015483,37.484672
1221,,N61,149,22158,서울교대사거리,127.014648,37.487385
1742,,N75,62,22158,서울교대사거리,127.014648,37.487385
1220,,N61,148,22161,지하철3호선교대역,127.013818,37.491824
1741,,N75,61,22161,지하철3호선교대역,127.013818,37.491824
1216,[2231],N61,144,22167,강남역.강남역사거리,127.026604,37.497784
1516,[2231],N64,101,22167,강남역.강남역사거리,127.026604,37.497784
1737,[2231],N75,57,22167,강남역.강남역사거리,127.026604,37.497784
1217,"[2231,2520,4305]",N61,145,22168,서초동진흥아파트,127.022775,37.496579
1517,"[2231,2520,4305]",N64,102,22168,서초동진흥아파트,127.022775,37.496579
1738,"[2231,2520,4305]",N75,58,22168,서초동진흥아파트,127.022775,37.496579
1218,"[2520,2521]",N61,146,22169,서초동유원아파트,127.019902,37.495708
1518,"[2520,2521]",N64,103,22169,서초동유원아파트,127.019902,37.495708
1739,"[2520,2521]",N75,59,22169,서초동유원아파트,127.019902,37.495708
1219,"[2239,2279]",N61,147,22170,지하철2호선교대역4출구,127.015839,37.494473
1519,"[2239,2279]",N64,104,22170,지하철2호선교대역4출구,127.015839,37.494473
1740,"[2239,2279]",N75,60,22170,지하철2호선교대역4출구,127.015839,37.494473
1799,,N75,119,22183,논현사거리.논현역5번출구,127.01922,37.510648
1734,[2303],N75,54,22190,논현사거리.논현역4번출구,127.019682,37.510421
1225,[2235],N61,153,22228,방배동신동아아파트,127.0017,37.482308
1746,[2235],N75,66,22228,방배동신동아아파트,127.0017,37.482308
1103,,N61,30,22244,경남임광아파트,127.000743,37.477032
1786,,N75,106,22244,경남임광아파트,127.000743,37.477032
1227,,N61,155,22245,방배그랑자이아파트,127.000329,37.477068
1748,,N75,68,22245,방배그랑자이아파트,127.000329,37.477068
1104,[4318],N61,31,22246,서울지방법무사회,126.998755,37.48004
1787,[4318],N75,107,22246,서울지방법무사회,126.998755,37.48004
1226,[4318],N61,154,22247,현대멤피스2차아파트,126.998445,37.479814
1747,[4318],N75,67,22247,현대멤피스2차아파트,126.998445,37.479814
1105,[2235],N61,32,22248,신동아아파트앞,127.001892,37.482005
1788,[2235],N75,108,22248,신동아아파트앞,127.001892,37.482005
1228,[2225],N61,156,22255,성뒤마을.교육연수원,126.994633,37.473747
1749,[2225],N75,69,22255,성뒤마을.교육연수원,126.994633,37.473747
1230,[2281],N61,158,22257,대항병원.연세사랑병원,126.987107,37.475642
1751,[2281],N75,71,22257,대항병원.연세사랑병원,126.987107,37.475642
1100,[2281],N61,27,22258,대항병원.연세사랑병원,126.986765,37.475387
1783,[2281],N75,103,22258,대항병원.연세사랑병원,126.986765,37.475387
1101,,N61,28,22259,방배동래미안타워.동덕여중고,126.990656,37.474288
1784,,N75,104,22259,방배동래미안타워.동덕여중고,126.990656,37.474288
1102,[2225],N61,29,22260,성뒤마을.교육연수원,126.996918,37.473326
1785,[2225],N75,105,22260,성뒤마을.교육연수원,126.996918,37.473326
896,"[2293,3609]",N37,89,22270,양재역.양재1동민원분소,127.037419,37.484769
1500,,N64,85,22303,구룡사앞,127.048848,37.47021
1487,[2231],N64,72,22339,강남역,127.026851,37.497501
1229,,N61,157,22340,방배동래미안타워.동덕여중고,126.990551,37.474718
1750,,N75,70,22340,방배동래미안타워.동덕여중고,126.990551,37.474718
1502,,N64,87,22367,염곡동구룡사,127.047211,37.468475
1501,[2539],N64,86,22378,도로교통공단서울지부.코트라,127.044389,37.466241
1731,[4330],N75,51,22381,반포대교남단.한강시민공원입구,126.999593,37.507614
1802,[4330],N75,122,22382,반포대교남단.한강시민공원입구,127.00039,37.506944
1478,"[2082,2229,2230]",N64,63,22385,이수역,126.984003,37.48546
1479,[2229],N64,64,22386,방배초등학교,126.986383,37.485685
1480,[2283],N64,65,22387,방배고개,126.990302,37.4865
1522,"[2227,2271]",N64,107,22391,내방역,126.992658,37.487447
1523,[2283],N64,108,22392,방배고개,126.988852,37.486295
1524,"[2229,2230]",N64,109,22393,이수역,126.984784,37.485791
1481,[2271],N64,66,22415,내방역1번출구,126.9948,37.487903
1521,"[2266,2502]",N64,106,22426,대법원앞,127.006355,37.49159
1482,,N64,67,22608,서리풀문화광장,127.00519,37.49091
765,"[2362,2406]",N34,44,23108,신사역8번출구.가로수길,127.022175,37.51744
764,[2504],N34,43,23110,신사역3번출구,127.020097,37.515199
1125,,N61,52,23168,영동교입구.청담자이아파트,127.056002,37.522784
1205,,N61,133,23169,영동교입구,127.055358,37.522334
1206,"[2312,2354]",N61,134,23170,청담역.경기고교,127.056211,37.520765
1124,"[2312,2354]",N61,51,23171,우리은행청담지점.청담삼익아파트,127.056846,37.52103
1123,[2354],N61,50,23188,청담역.경기고교,127.057941,37.519187
1207,"[2315,2418,2419,3605]",N61,135,23189,봉은사.삼성1파출소앞,127.059435,37.514968
1122,"[2315,2418,2419,3605]",N61,49,23192,봉은사역3번출구.삼성1파출소,127.060163,37.515108
89,,N13,89,23196,강남경찰서면허시험장,127.0658,37.509946
754,,N34,33,23196,강남경찰서면허시험장,127.0658,37.509946
1121,"[2316,2355]",N61,48,23197,삼성역7번출구,127.062719,37.510408
1208,,N61,136,23198,무역센터,127.061396,37.511098
90,"[2316,2322,2355]",N13,90,23201,한국무역센터.삼성역,127.061701,37.508667
755,"[2316,2322,2355]",N34,34,23201,한국무역센터.삼성역,127.061701,37.508667
1209,"[2316,2322,2355]",N61,137,23201,한국무역센터.삼성역,127.061701,37.508667
91,"[2319,2348]",N13,91,23217,포스코건너편,127.055427,37.506683
756,"[2319,2348]",N34,35,23217,포스코건너편,127.055427,37.506683
1210,"[2319,2348]",N61,138,23217,포스코건너편,127.055427,37.506683
92,[2332],N13,92,23218,선릉역,127.050205,37.505143
757,[2332],N34,36,23218,선릉역,127.050205,37.505143
1211,[2332],N61,139,23218,선릉역,127.050205,37.505143
825,"[2320,2413]",N37,17,23219,도곡역2번출구.동부센트레빌,127.056523,37.491586
823,[2431],N37,15,23226,대치역1번출구,127.061498,37.493859
824,[2320],N37,16,23227,래미안.대치.팰리스,127.05858,37.49256
900,"[2320,2413]",N37,93,23228,도곡역3번출구,127.056547,37.491182
901,,N37,94,23229,대치동우성아파트,127.059611,37.492577
902,"[2372,2431]",N37,95,23230,대치역8번출구,127.06206,37.493678
822,,N37,14,23237,은마아파트,127.066974,37.495767
903,[2321],N37,96,23238,대치동미도아파트,127.067708,37.495605
60,"[2322,2355]",N13,60,23251,한국무역센터.삼성역,127.061664,37.508107
775,"[2322,2355]",N34,54,23251,한국무역센터.삼성역,127.061664,37.508107
1120,"[2322,2355]",N61,47,23251,한국무역센터.삼성역,127.061664,37.508107
58,[2332],N13,58,23259,선릉역,127.050462,37.504761
773,[2332],N34,52,23259,선릉역,127.050462,37.504761
1118,[2332],N61,45,23259,선릉역,127.050462,37.504761
59,"[2319,2369]",N13,59,23260,포스코빌딩,127.054803,37.506043
774,"[2319,2369]",N34,53,23260,포스코빌딩,127.054803,37.506043
1119,"[2319,2369]",N61,46,23260,포스코빌딩,127.054803,37.506043
93,"[2328,2329,2357]",N13,93,23277,서울상록회관.한국기술센터,127.044057,37.503232
758,"[2328,2329,2357]",N34,37,23277,서울상록회관.한국기술센터,127.044057,37.503232
1212,"[2328,2329,2357]",N61,140,23277,서울상록회관.한국기술센터,127.044057,37.503232
94,[2349],N13,94,23280,아가방빌딩.하나은행,127.038633,37.501541
759,[2349],N34,38,23280,아가방빌딩.하나은행,127.038633,37.501541
1213,[2349],N61,141,23280,아가방빌딩.하나은행,127.038633,37.501541
1513,[2349],N64,98,23280,아가방빌딩.하나은행,127.038633,37.501541
95,"[2410,2430]",N13,95,23283,역삼역,127.035079,37.500442
760,"[2410,2430]",N34,39,23283,역삼역,127.035079,37.500442
1214,"[2410,2430]",N61,142,23283,역삼역,127.035079,37.500442
1514,"[2410,2430]",N64,99,23283,역삼역,127.035079,37.500442
96,[2407],N13,96,23284,강남역12번출구,127.029839,37.498829
761,[2407],N34,40,23284,강남역12번출구,127.029839,37.498829
1215,[2407],N61,143,23284,강남역12번출구,127.029839,37.498829
1515,[2407],N64,100,23284,강남역12번출구,127.029839,37.498829
54,[2407],N13,54,23287,강남역.역삼세무서,127.029148,37.498136
769,[2407],N34,48,23287,강남역.역삼세무서,127.029148,37.498136
1114,[2407],N61,41,23287,강남역.역삼세무서,127.029148,37.498136
1488,[2407],N64,73,23287,강남역.역삼세무서,127.029148,37.498136
55,[2410],N13,55,23288,역삼역.포스코타워역삼,127.03379,37.499572
770,[2410],N34,49,23288,역삼역.포스코타워역삼,127.03379,37.499572
1115,[2410],N61,42,23288,역삼역.포스코타워역삼,127.03379,37.499572
1489,[2410],N64,74,23288,역삼역.포스코타워역삼,127.03379,37.499572
1511,,N64,96,23296,역삼2동주민센터.대림역삼아파트,127.045993,37.496245
1492,,N64,77,23297,래미안.그레이튼.아파트,127.045614,37.495952
1512,[2331],N64,97,23298,역삼자이아파트,127.044257,37.499804
1491,,N64,76,23299,역삼동성당.역삼자이아파트,127.043795,37.499879
56,[2349],N13,56,23305,한서병원,127.038818,37.501137
771,[2349],N34,50,23305,한서병원,127.038818,37.501137
1116,[2349],N61,43,23305,한서병원,127.038818,37.501137
1490,[2349],N64,75,23305,한서병원,127.038818,37.501137
57,"[2328,2329,2357]",N13,57,23306,한국자산신탁.센터필드,127.044247,37.502783
772,"[2328,2329,2357]",N34,51,23306,한국자산신탁.센터필드,127.044247,37.502783
1117,"[2328,2329,2357]",N61,44,23306,한국자산신탁.센터필드,127.044247,37.502783
827,,N37,19,23316,매봉삼성아파트SK리더스뷰,127.048961,37.488145
828,,N37,20,23317,매봉역양재최의원,127.044562,37.486164
829,"[2293,3609]",N37,21,23318,양재역말죽거리.강남베드로병원,127.037969,37.485251
897,[2335],N37,90,23323,매봉역,127.044978,37.485919
898,,N37,91,23324,도곡개포한신아파트,127.04938,37.487972
1494,[2396],N64,79,23325,도곡동개포한신아파트,127.05029,37.487047
1509,[2396],N64,94,23326,우성캐릭터빌아파트,127.050801,37.48701
899,[2414],N37,92,23327,군인공제회관,127.052111,37.489168
826,[2414],N37,18,23329,숙명여고,127.052466,37.489736
1505,[2391],N64,90,23338,개포파크빌리지,127.05836,37.476751
1507,[2358],N64,92,23339,하나은행사거리,127.054219,37.480856
1508,"[2339,2358]",N64,93,23340,현대아파트경남아파트,127.053195,37.482727
904,"[2337,2404]",N37,97,23360,개원중학교,127.072156,37.492262
905,"[2403,3624]",N37,98,23361,개포주공7단지앞,127.073727,37.488953
820,[2403],N37,12,23362,연금매점,127.074603,37.488474
1495,"[2339,2358]",N64,80,23363,현대아파트,127.052829,37.482265
1496,"[2358,2394,2395]",N64,81,23364,개포래미안포레스트,127.054044,37.480368
1499,"[2258,2393]",N64,84,23365,능인선원앞,127.052254,37.472425
1503,"[2258,2393]",N64,88,23367,능인선원앞,127.052214,37.47177
817,[2351],N37,9,23380,수서삼성아파트앞,127.090989,37.484399
818,[2341],N37,10,23381,일원본동주민센터,127.08475,37.483489
819,[3644],N37,11,23382,푸른마을아파트앞,127.080583,37.482913
907,[3644],N37,100,23383,상록수아파트앞,127.082122,37.482805
908,[2341],N37,101,23384,일원본동주민센터,127.085975,37.483383
910,[2422],N37,103,23385,수서119.안전센터앞,127.093769,37.484321
821,"[2337,2404]",N37,13,23395,대치아파트,127.072487,37.492414
814,"[2375,2376,2377]",N37,6,23404,수서역KT수서지점,127.100736,37.487189
815,,N37,7,23406,궁마을,127.097246,37.48535
911,,N37,104,23407,궁마을,127.097607,37.485281
912,"[2375,2377]",N37,105,23410,수서역.로즈데일빌딩,127.102868,37.487398
1497,[2391],N64,82,23445,개포우성아파트,127.057864,37.476564
906,[3644],N37,99,23449,일원동한솔아파트,127.079579,37.482472
909,[2351],N37,102,23450,시립수서청소년수련관,127.089107,37.483863
1506,"[2394,2395]",N64,91,23459,개포주공1단지아파트,127.056961,37.478424
816,[2422],N37,8,23465,태화기독교.사회복지관,127.093353,37.484528
1498,[2392],N64,83,23468,도곡교회.인바디빌딩,127.055459,37.474434
1510,"[2334,2336,2350]",N64,95,23469,강남세브란스병원,127.047323,37.493399
1504,[2392],N64,89,23470,도곡교회.인바디빌딩.건너,127.05624,37.474425
1493,"[2334,2336,2350]",N64,78,23472,도곡중학교.강남세브란스병원,127.046722,37.493602
61,,N13,61,23473,강남경찰서.강남운전면허시험장,127.066009,37.509504
776,,N34,55,23473,강남경찰서.강남운전면허시험장,127.066009,37.509504
82,"[1251,2639]",N13,82,24003,석촌호수.한솔병원,127.105826,37.5068
67,,N13,67,24004,석촌호수.한솔병원,127.105252,37.507105
81,,N13,81,24005,석촌역,127.108944,37.503408
68,,N13,68,24006,석촌역,127.108454,37.503663
80,[1212],N13,80,24007,송파역,127.111838,37.500208
69,"[1212,4864]",N13,69,24008,송파역,127.111233,37.500599
79,"[1201,2658,4854]",N13,79,24009,가락시장.가락시장역,127.117161,37.494382
70,[2658],N13,70,24010,가락시장.가락시장역,127.116492,37.494739
78,[2615],N13,78,24011,문정로데오거리입구,127.121363,37.488365
811,[2615],N37,3,24011,문정로데오거리입구,127.121363,37.488365
71,[2615],N13,71,24012,문정로데오거리입구,127.120775,37.48901
915,[2615],N37,108,24012,문정로데오거리입구,127.120775,37.48901
77,[4465],N13,77,24013,문정법조단지.건영아파트,127.124748,37.482125
810,[4465],N37,2,24013,문정법조단지.건영아파트,127.124748,37.482125
72,[4465],N13,72,24014,문정법조단지.건영아파트,127.123873,37.48309
916,[4465],N37,109,24014,문정법조단지.건영아파트,127.123873,37.48309
76,"[1245,1246,4491]",N13,76,24015,장지역.가든파이브,127.126124,37.479043
809,"[1245,1246,4491]",N37,1,24015,장지역.가든파이브,127.126124,37.479043
73,"[1245,4491]",N13,73,24016,장지역.가든파이브,127.125472,37.479907
917,"[1245,4491]",N37,110,24016,장지역.가든파이브,127.125472,37.479907
740,"[1012,1264]",N34,19,24101,천호역.풍납시장,127.122691,37.537164
741,"[1013,1208,1274]",N34,20,24109,영파여고.강동구청역,127.120606,37.531307
743,"[2638,4892]",N34,22,24110,풍납동극동.쌍용아파트,127.118024,37.526563
744,[4856],N34,23,24123,잠실파크리오아파트상가.올림픽회관,127.114649,37.521024
745,"[1226,1268,4870]",N34,24,24127,몽촌토성역,127.113034,37.518395
746,,N34,25,24128,신천동진주아파트,127.109486,37.516615
660,"[1210,1295]",N32,17,24132,잠실역8번출구,127.10146,37.513912
747,"[1210,1295]",N34,26,24132,잠실역8번출구,127.10146,37.513912
661,"[1231,1295,4452]",N32,18,24133,잠실역,127.099443,37.514607
702,,N32,59,24134,잠실역1번.11번출구,127.103025,37.514152
782,,N34,61,24134,잠실역1번.11번출구,127.103025,37.514152
703,"[1278,2608]",N32,60,24136,송파구청.방이맛골,127.107161,37.514315
83,"[1231,1232]",N13,83,24138,잠실역.롯데월드,127.097946,37.512899
748,"[1231,1232]",N34,27,24138,잠실역.롯데월드,127.097946,37.512899
84,[1233],N13,84,24139,잠실5단지,127.093914,37.512213
749,[1233],N34,28,24139,잠실5단지,127.093914,37.512213
85,"[1222,2635]",N13,85,24141,잠실새내역.잠실2동주민센터,127.087281,37.511772
750,"[1222,2635]",N34,29,24141,잠실새내역.잠실2동주민센터,127.087281,37.511772
86,[1222],N13,86,24142,잠실엘스아파트앞,127.08339,37.511871
751,[1222],N34,30,24142,잠실엘스아파트앞,127.08339,37.511871
87,"[1206,1224,2637]",N13,87,24143,종합운동장사거리,127.079692,37.512009
752,"[1206,1224,2637]",N34,31,24143,종합운동장사거리,127.079692,37.512009
88,[1205],N13,88,24144,잠실종합운동장,127.072073,37.511118
753,[1205],N34,32,24144,잠실종합운동장,127.072073,37.511118
65,[1269],N13,65,24145,잠실트리지움아파트앞,127.091202,37.511512
780,[1269],N34,59,24145,잠실트리지움아파트앞,127.091202,37.511512
66,[1232],N13,66,24146,잠실역.롯데월드,127.098196,37.512412
781,[1232],N34,60,24146,잠실역.롯데월드,127.098196,37.512412
62,[1205],N13,62,24154,잠실종합운동장,127.072816,37.510419
777,[1205],N34,56,24154,잠실종합운동장,127.072816,37.510419
63,"[1206,1224,2637]",N13,63,24157,종합운동장사거리,127.079555,37.511613
778,"[1206,1224,2637]",N34,57,24157,종합운동장사거리,127.079555,37.511613
64,"[1222,2635]",N13,64,24158,잠실새내역4번출구,127.084495,37.511407
779,"[1222,2635]",N34,58,24158,잠실새내역4번출구,127.084495,37.511407
704,[2620],N32,61,24197,방이동사거리,127.110786,37.510668
705,[2620],N32,62,24199,송파나루역,127.112726,37.509856
